Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Mondiale F.1 - GP degli Stati Uniti,https://forum.quattroruote.it/threads/mondiale-f-1-gp-degli-stati-uniti.118909/page-4,2018-10-19 00:00:00,pilota54,"""ma perchè la storia è molto montata dagli organi si stamp la Ferrari ha preso atto che per la federazione quell'intervento non è illegale le vetture di F1 nel corso della stagione presentano moltissime modifiche alcune passano altre non passan è sempre stato cos pensare che il motorsport abbia un regolamento che gestisca tutte le modifiche è impossibil anche perchè vorrebbe dire che chi partecipa alla stesura sia il miglior ingegnere presente sulla piazza e sia in costante aggiornamento e anzi sappia prevedere le modifiche future.""","Non la farei così semplice Paolo. In F.1 ci sono stati spesso dei ""furbi"" che poi sono stati pescati in fallo e puniti ( ma non sempre v. per es. 1983 o 2009.... ) . Ci sono stati anche episodi riprorevoli di ""spionaggio"" o meglio di plagio dopo furto di dati ( Mc Laren 2007 quando furono tolti tutti i punti del Mondiale Costruttori ) . Se uno lascia passare tutto gli altri se ne approfittano. A volte è giusto protestare. Io ( nel mio super-piccolo ) certe volte ho scoperto che correvo contro ""aerei"" vetture completamente fuori regola preparate da meccanici senza scrupoli veri truffatori del Motorsport. Penso che ci debbano essere più controlli e che la Ferrari debba avere più voce in capitolo presso la FIA. ",,,,,,,,,,,,,,
Ciao,https://www.bmwpassion.com/forum/threads/ciao.11154/page-2,2004-02-11 00:00:00,RALLYMAN,Davide lo sa bene ke è lu lo incoccia dagli I il coglionaccio nn ha speranze... ma tu .... vieni sul forum quando c'è alinghi????? xkè durante gli altri giorni nn ci sei mai....... 'Davide lo sa bene ke è lu lo incoccia dagli I il coglionaccio nn ha speranze',si grande capo...ha avuto il coraggio di ripostarla e mi è venuto subito il dubbio...infatti l'ho scritto subito e lui l'ha per magia cancellata dal suo post... ma il vice-sceriffo ha riscovato il vecchio post di alinghi con quella foto... ,,,,,,,,,,,,,,
YPSILON 1.2 5P BZ GOLD 69CV  EURO 6 NON HA RIPRESA IN SALITA. SI FERMA,https://forum.quattroruote.it/threads/ypsilon-1-2-5p-bz-gold-69cv-euro-6-non-ha-ripresa-in-salita-si-ferma.95399/page-4,2015-04-13 00:00:00,domi2204,,Strano in famiglia abbiamo una Y 1.2 gold Euro 6 abitiamo a 600 metri di quota la stradina di accesso a casa è più che ripida anzi è proprio di pendenza notevole eppure non riscontro il difetto citato sicuro che l'auto sia a posto ? cambiare officina a volte risolve. Personalmente ho avuto più fire attualmente guido una punto 2012 1.4 ed è vero che il fire migliora con il tempo ma anche da nuovo pur essendo più legato sale ovunque. ,,,,,,,,,,,,,,
Porsche Taycan: negli USA 3 anni di ricariche rapide incluse fino a 350 kW - HDmotori.it,http://www.hdmotori.it/2019/01/29/porsche-taycan-3-anni-ricariche-incluse-usa-350-kw/,2019-01-29 10:52:00,an-cic,,tutte le auto per il mercato europeo devono avere la presa europea standard le colonnine invece possono avere attacco proprietario se sono per uso esclusivo.,,,,,,,,,,,,,,
La mia prima Golf: consigli per gli acquisti e confronto preventivi,https://forum.quattroruote.it/threads/la-mia-prima-golf-consigli-per-gli-acquisti-e-confronto-preventivi.121413/page-2,2019-02-24 00:00:00,suppasandro,,è tornato ordinabile l'atlantic blue metallizzato...che era stato accantonato per far spazio al giallo kurkuma a sua volta smantellato per rifar posto al predecessore....tassativo ordinarla atlantic blue o al limite rosso tornado....gli altri colori non hanno senso....nero bianco e grigio....pare un film con fernandel e gino cervi ,,,,,,,,,,,,,,
Vibrazioni..e ancora vibrazioni...,https://forum.quattroruote.it/threads/vibrazioni-e-ancora-vibrazioni.32463/page-2,2010-09-20 00:00:00,MattiaTTS,"'Cia ti posso dire che avevolo stesso problema e ho risolto portandola da un gommisto munito di una macchina speciale per equlibrare le gomme la HUNTE macchina che costa sui 24.00 00 euro...riporto una mia risposta in una discusione in latro forum ""Gomme Michelin pilot da 18"" 245 assetto normale Maggio 200 si manifestava dai 120 ai 140 poi continuo fino a 170..... C'è da dire che con il treno originale l'auto era perfett le problematiche sono uscite dopo il cambio gomm quindi sono certo che dipende dai gommist se la gomma non è montata perfetta sul cerchio ai voglia metter pesi vibrerà sempr ecco che ci vuole stà benedetta macchina della Hunter che fà un lavoro di fino e tutto torna normale.Invece se a qualcuno succede ad auto nuova allora possono essere problemi meccanici(braccetti vari anche se il tecnico mi ha detto che in alcuni casi A5 il problema anche dopo la sostituxzione si è ripresentato. ""se cerchi nel web ...vibrazione avantreno...dovresti trovare tutto.Io sono nel veneto e ho due indirizzi di questi gommist purtroppo visto il costo della HUNTER c'è l'hanno in pochi...'",ciao e grazie per la risposta ma purtroppo ho già fatto questa prova senza nessun risultato... con 4 treni di gomme diversi vibra sempre anche dopo la bilanciatura dinamica... ,,,,,,,,,,,,,,
la batcaverna 635csi &co,https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-166,2008-04-09 00:00:00,Stefano890,'Peccato.. speriamo vada in buone mani Tornando alla 535 ad adesso è senza scritta posterioree e senza spoiler ant M la scritta non so se metterl lo spoiler dipende se ne trovo uno sand dato che il suo è mort nuovo costa 900 neur senza tapp che non sono fornibil e quindi.... bo che fare?',esagerato..:wink: ,,,,,,,,,,,,,,
Scénic XMod - Topic Ufficiale,https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-74,2010-03-09 00:00:00,mymau,,ah... per quelli che stanno aspettando la consegna... Questa mattina in tangenziale a Milano una bisarca carica di Xmod multicolori... ,,,,,,,,,,,,,,
Giulia Veloce 2000 benzina 280 CV,https://forum.quattroruote.it/threads/giulia-veloce-2000-benzina-280-cv.106836/page-5,2016-11-26 00:00:00,omniae,"'Quind non vendiamo il lardo perche' ci sono dei "" porcellini "" che non si accontentano di farsene 2 fettin ma "" s ja lass se magneno 'na mezza schina ""'",Arguto. La morale della storia e' proprio questa. Dare un dito per certi equivale a prendersi tutto il braccio. ,,,,,,,,,,,,,,
Ritirata....alleluia!,https://www.autopareri.com/forums/topic/28547-ritirataalleluia?&page=16#comments,2009-05-29 16:18:14,luc@,,Comunque vediamo se ti dura più di 24.000 km questa nuova turbina. ,,,,,,,,,,,,,,
Distribuzione pesi Alfa Romeo Giulia..qualcosa non quadra!,https://forum.quattroruote.it/threads/distribuzione-pesi-alfa-romeo-giulia-qualcosa-non-quadra.113425/page-2,2017-11-22 00:00:00,?angelo0,'Il mercato darà le risposte concret real gira un pò sulle strade e vedi quali auto sono casualmente preferite dagli italiani !',E si hai ragione caro ragioniere...ti ricordo che da trentanni non si fanno auto tra qualche anno ne riparliamo ,,,,,,,,,,,,,,
Scénic XMod - Topic Ufficiale,https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-233,2010-12-11 00:00:00,DAGO_80,,solo con gli xenon ! ,,,,,,,,,,,,,,
Primi 1300 Km con la nuova Passat biTDI,https://forum.quattroruote.it/threads/primi-1300-km-con-la-nuova-passat-bitdi.93990/,2015-02-09 00:00:00,st79,,Ciao anche io sono in attesa della biturbo ordinata a fine Gennaio e in produzione proprio la prossima settimana ( evidentemente non ne vendono tante ) ,,,,,,,,,,,,,,
Mitsubishi ASX - Problemi - Strappi motore,https://www.autopareri.com/forums/topic/40399-mitsubishi-asx-problemi-strappi-motore?&page=10#comments,2010-11-07 17:38:01,asx,,E dopo circa 800 km ho scoperto gli strappi anch'io ! Finora avevo utilizzato l'ASX solo in città ed autostrada e gli strappi non si erano mai presentati. Oggi viaggiando su una strada extraurbana in V a 80 km/h ca a 1800 giri ho avvertito per la prima volta i famosi strappi. Comunque temevo fossero più evidenti non sono stati particolarmente fastidiosi. Proprio per questo non andrò subito a fare l'aggioramento ma aspetterò il controllo dei 3000km. In quella occasione ho intenzione di far disattivare lo stop&amp start. Qualcuno sa se è possibile farlo ? ,,,,,,,,,,,,,,
A3 sportback 1.6 110cv S tronic,https://forum.quattroruote.it/threads/a3-sportback-1-6-110cv-s-tronic.108201/,2017-02-08 00:00:00,dani2581,,"Potrebbe essere benissimo qualcosa che riguardi il volano-frizione.. quella del lavaggio degli iniettori mi sa di solita scusa dell'officina per ""traccheggiare"" e magari aspettare che scada la garanzia.. quindi se fossi in te mi sbrigherei e insisterei a fargli controllare la trasmissione-frizione visto poi quanto sia famosa nella fattispecie la sua affidabilità. Certo che poi usare internet ed i forum anche per prendere informazioni magari prima di comprare un'auto usata poi no eh ? ",,,,,,,,,,,,,,
Mazda 2  2015,https://www.autopareri.com/forums/topic/55773-mazda-2-2015?&page=36#comments,2015-02-08 08:43:22,Walker,,Messaggi sul 2.2 Mazda e su Mazda 3 e annessi spostati qui: http://www.autopareri.com/forum/mazda/61610-mazda-3-2013-a.html ,,,,,,,,,,,,,,
Scénic XMod - Topic Ufficiale,https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-43,2010-02-11 00:00:00,logicsilver,Dovrebbe arrivare doman a detta del concessionario. X-Mod 1.4 TCE Luxe nera... poi mi lamenterò dei 6km/l :shock: Saluti a tutti... Siccome domani dovrebbe arrivare anche la mi mi dici di che città sei ?io sono di Torino 'Dovrebbe arrivare doman a detta del concessionario. X-Mod 1.4 TCE Luxe nera... poi mi lamenterò dei 6km/l :shock: Saluti a tutti',Modena domani per puro caso passerò dal conc... ,,,,,,,,,,,,,,
Opel Corsa OPC 2015,https://www.autopareri.com/forums/topic/57457-opel-corsa-opc-2015?&page=3#comments,2015-02-04 17:26:34,crabble,,"Anche no.. non ha ne autobloccante ne 18"" ne 207cv ne i freni Brembo da 330mm. ",,,,,,,,,,,,,,
la batcaverna 635csi &co,https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-135,2009-10-08 00:00:00,Steve67,,accrocchio ,,,,,,,,,,,,,,
Al volante della Corolla 2.0 Hybrid Touring Sports,https://forum.quattroruote.it/threads/al-volante-della-corolla-2-0-hybrid-touring-sports.119336/page-21,2018-12-13 00:00:00,smargia2002,'Scus non avevo visto gli ultimi post perchè il sistema porta alle ultime discussioni lette. Dett quest permettimi di dissentire in quanto il mio intervento innanzitutto non è offensiv ma si tratta di una constatazion peraltro espressa dopo numeros pacat interventi nei quali i moderatori potevano anche cogliere qualche suggerimento. Non mi pare assolutamente che questi comportamenti qui da parte di alcuni siano una novit o no ?',Constato che ben due interventi da parte di colleghi non abbiano portato alcun risultato. E' vero: questi comportamenti in questa room non sono una novità ma guarda caso certe degenerazioni avvengono solo in questa room. Già in passato sono state prese decisioni drastiche che almeno in parte avevano portato ad un rasserenamento generale. Non costringeteci a riproporle di nuovo ( per essere chiari parlo di: chiusura i topic al minimo accenno di off topic cancellazione degli interventi palesemente fuori luogo e banning a tutti quelli che non rispettano il regolamento ) perché sapete com'è non è che intendiamo passare le Feste a monitorare una sola room. ,,,,,,,,,,,,,,
TSI or not ???,https://forum.quattroruote.it/threads/tsi-or-not.115102/,2018-02-27 00:00:00,A-80,'Mi pare che nel 2017 abbiano montato il 1.0 3 cilindr su Ibiz forse il VAG di cui parli ha saltato il giro....',Si nel 2017 esatto. 1.0 da 75 95 115 cv ,,,,,,,,,,,,,,
Bugatti Veyron - i dati sul consumo !!!!!,https://www.bmwpassion.com/forum/threads/bugatti-veyron-i-dati-sul-consumo.54659/,2005-06-23 00:00:00,csl,,Per pura casualità ho trovato questo annunciohttp://www.autoscout24.it/NewMarketDetails.aspx ? id=115583463a parte il prezzo che tutti conoscono ho trovato i dati sul consumo e altre curiosità... da paura BUGATTI VEYRON 16.4 È LA PIÙ POTENTE COSTOSA E VELOCE AUTOVETTURA DI SERIE PRODOTTA NEL MONDO CON UNA VELOCITÀ MASSIMA DI 407 KM/H. HA RAGGIUNTO LA PIENA PRODUZIONE NEL SETTEMBRE 2005. PRENDE IL NOME DAL PILOTA PIERRE VEYRON CHE VINSE LA 24 ORE DI LE MANS NEL 1939 CORRENDO CON UNA BUGATTI. QUESTO MOTORE POSSIEDE QUATTRO TURBOCOMPRESSORI ED È IN GRADO DI PRODURRE 1001 CAVALLI DI POTENZA ( IN REALTÀ I CAVALLI SONO CIRCA 1040 MA PER MOTIVI DI MARKETING SI DICE CHE SIANO 1001 ) . LA VEYRON PASSA DA 0 A 100 KM/H IN 2 5 SECONDI. RAGGIUNGE SEMPRE DA FERMA I 200 E I 300 KM/H RISPETTIVAMENTE IN 7 3 E 16 7 SECONDI. DA NOTARE CHE LA VEYRON PASSA DA 0 A 200 MPH IN MENO TEMPO DI QUANTO NE IMPIEGHI LA MCLAREN F1 PER PASSARE DA 120 A 200 MPH: QUESTO RENDE LA VEYRON L'AUTO STRADALE CON LA MIGLIORE ACCELERAZIONE DELLA STORIA. INOLTRE CONSUMA PIÙ CARBURANTE DI QUALSIASI ALTRA AUTO: UTILIZZA INFATTI 40 4 L/100 KM ( 2 475 KM/L ) IN CITTÀ E 24 1 L/100 KM ( 4 149 KM/L ) IN CIRCUITO MISTO. ALLA MASSIMA ACCELERAZIONE CONSUMA OLTRE 125 L/100 KM ( 0 8 KM/L ) : ALLA MASSIMA VELOCITÀ IL SERBATOIO DELLA VEYRON ( 100 L ) VERREBBE SVUOTATO IN APPENA 12 MINUTI E MEZZO DATA LA SUA VELOCITÀ MASSIMA IN TALE TEMPO SAREBBE IN GRADO DI PERCORRERE OLTRE 80 KM. ,,,,,,,,,,,,,,
Vag - 1.6 TDI,https://www.autopareri.com/forums/topic/32040-vag-16-tdi,2009-01-11 15:34:35,simonepietro,,Messaggio Aggiornato il 27/08/2009 da WARDS. ,,,,,,,,,,,,,,
File mp3 e cavo iPhone/iPod su Cay Turbo con PCM2,http://www.porschemania.it/discus/messages/22971/508993.html?1329925946,2010-05-17 21:32:00,lord_brummel,,Lo so che l'argomento era stato trattato ma speravo esistessero soluzioni pi\xf9 spartane tipo un semplice cavo...:- ) ) Mi ressegno..:- ) ) Ma con il Dimension Gateway utilizzerei anche i coma di al volante ? ? cio\xe8: posso visualizzare tracce e palylist sul display del PCM e sul cruscotto ? La macchina ha ovviamente il telefono ( ho provato oggi con la mia sim e finge davvero benissimo sia per parlare che per mandare/ricevere sms ) Con questo sistema avrei lo stesso risultato ? ? vale a dire posso usare il telefono col volante visualizzando i dati sul display ed il cruscotto ? ? ? Un idea di spesa ? ? ? Funge anche con 2 telefoni contemporaneamente ( iPhone e Blackberry 8900 ) ? ? Per usare l'iPhone cx ascoltare la musica devo cmq collegarlo fisicamente col cavo che immagino faccia parte del Kit in questione ? ? Per intanto grazie mille ( Messaggio modificato da lord_brummel il 17 maggio 2010 ) ,,,,,,,,,,,,,,
SONDAGGIO: CONCESSIONARI IN - CONCESSIONARI OUT,https://www.bmwpassion.com/forum/threads/sondaggio-concessionari-in-concessionari-out.21503/page-6,2007-03-01 00:00:00,PAOLO 335i Coupè Attiva,"""Io mi sono trovato bene da Carzeta a Milano per l'acquisto di un nuovo....va beh che non avevo usato da rendere ......vedremo in futuro con l'assistenza ...... Sperando di essere stato utile specie ai milanes saluto tutti !!""",ho trovato questo post molto interessante ma non avendo la voglia di leggere tutte le pagine che certamente aumenteranno vorrei proporre un'idea..... ci vorrebbe qualcuno che si prendesse la briga di aggiornare la prima pagina dividendo magari l'italia x regione.magari cosi:VENETO : verona - fimauto di s.martino - e poi si descrive vicenza - blabla di lonigo - .........SICILIA : palermo- ..........che ne dite ? ? ? ? altrimenti un post che poi si sviluppera' in decine di pagine diventera' completamente inutilecosi quelli che fanno i furbi imparano.......mica siamo polli da spennare ! ! ! ! ,,,,,,,,,,,,,,
Alfa Romeo - 3.0 M-Jet V6,https://www.autopareri.com/forums/topic/22754-alfa-romeo-30-m-jet-v6?&page=59#comments,2009-06-17 19:05:30,Zyx,,ora c'è una data per la commercializzazione di questo motore ? ? ? ,,,,,,,,,,,,,,
Alfa Romeo MiTo (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/27704-alfa-romeo-mito-topic-ufficiale-2008?&page=705#comments,2008-07-14 18:58:35,ACS,,Andata TONI mi sa che mi servirà un favorello ci sentiamo tra uan decina di gg 8 ) ,,,,,,,,,,,,,,
Fiat 500X MY 2017,https://www.autopareri.com/forums/topic/62380-fiat-500x-my-2017?&page=145#comments,2015-01-23 13:22:35,mjdj147,,Magari potresti prendere 2 piccioni con una fava se mettono il t-jet 120cv gpl ,,,,,,,,,,,,,,
Ho SSSrotolato e . GT3 sia!,http://www.porschemania.it/discus/messages/492693/727215.html?1446485765,2015-02-10 14:43:00,yeti911,,ottimo acquisto bellissima a me il parassi nero piace parecchio mentre il baffo rigorosamente nero. In merito al sound ho visto che Sharkwerks propone il bypass solo del silenziatore centrale lasciando le pance qualcuno lo conosce l'ha provato/sentito ? Pare che il sound sia bellissimo meglio del cup e soprattutto non esclude le due modalit\xe0 di sonorit\xe0. Ovviamente il cup da un vantaggio in termini di peso perch\xe8 elimina le pance...,,,,,,,,,,,,,,
Mercedes-Benz G63 AMG 6x6 2013,https://www.autopareri.com/forums/topic/50829-mercedes-benz-g63-amg-6x6-2013?&page=5#comments,2013-03-02 11:42:39,Martin Venator,,Chissà se sul cassone dietro si può montare una mitragliatrice ? ,,,,,,,,,,,,,,
Pressione pneumatici BMW X1,https://forum.quattroruote.it/threads/pressione-pneumatici-bmw-x1.113594/,2017-12-02 00:00:00,Luke973,,Salve a tutti mi sono appena iscritto al forum e esordisco subito con una domanda..... Ho messo le gomme 4 stagioni sulla mia X1 ( xdrive ) . Me le hanno montate co pressione 2.5 tutte e 4. Curiosando su internet vedo che è suggerita i a pressione di 2.2 davanti e 2.6 dietro..... perché le posteriori dovrebbero essere più gonfie ? ? ? ? Ora controllero cosa dice il libretto..... Qualcuno ha una spiegazione ? Grazie un saluto a tutti ! ,,,,,,,,,,,,,,
Kia Sportage - Problemi riscontrati,https://www.autopareri.com/forums/topic/42134-kia-sportage-problemi-riscontrati?&page=93#comments,2011-10-04 15:24:02,mause 80,,se scorri tutta la pagina la trovi scritta e diceva di rivolgersi al concessionario in pi dice anche che c'e l'aggiornamento per il navigatore ora vedo se la trovo e ti dico il giorno esatto eccomi qui ! ! ! ! dice di contattare la propria concessionaria e di chiedere informazioni riguardo la circolare inviata da kia il 29/09/2011 la circolare e' KFE11-E970-SL spero per te che sia vero in bocca al lupo ,,,,,,,,,,,,,,
Anche Porsche abbraccerà l'elettrico!,https://forum.quattroruote.it/threads/anche-porsche-abbraccer%C3%A0-lelettrico.116683/,2018-10-19 00:00:00,bumper morgan,,Taycan http://motori.ilgiornale.it/porsche-taycan-incontro-ad-alta-tensione/ ,,,,,,,,,,,,,,
Alfa Romeo 4C 2013,https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=940#comments,2014-11-24 11:46:17,pennellotref,,"Considera che a Los Angeles Haraldo ed il ""culturista canadese"" hanno detto che la scorsa settimana hanno intimato ai concessionari americani di sospendere le prese d'ordine al momento a tempo indefinito causa liste d'attesa di dimensioni ""cosmiche"" . Credo che Maglione è ora che prenda seriamente in considerazione un ulteriore integrazione dell'investimento per la produzione della scocca che è il collo di bottiglia di tutto il processo perchè 18-24 mesi d'attesa sono intollerabili..............mica è la Ferrari c@zzo ! . Se poi consideriamo che sono in arrivo la spider e la Quadrifoglio.......... ",,,,,,,,,,,,,,
Mi presento,https://www.bmwpassion.com/forum/threads/mi-presento.342944/,2019-03-03 00:00:00,Zubo76,,Salve ho una bmw 220i msport del 2016 cambio manuale.Ci ho messo tanto a trovare una 20i manuale visto che nuova da giugno quando ho deciso di comprarla ( volevo comprare la serie 1 ) non lo facevano più.Sono per il cambio manuale. ,,,,,,,,,,,,,,
Soluzioni e innovazioni tecniche,https://forum.quattroruote.it/threads/soluzioni-e-innovazioni-tecniche.116506/,2018-06-01 00:00:00,mani in alto,"""Considerazione sul mistero della batteria Ferrari e sui BlaBla di questi ultimi giorn la FI l'Hardware aggiunt i sensor ecc ecc. I vincoli del Regolamento riguardano moltissimo il K e i 120 kW. Per quanto riguarda Batteri CE e soprattutto le limitazioni sono meno rigide e - forse - un po confuse. In pratic potrebbe essere possibile costruire e montare H con un doppio avvolgimento attivo.""",Ora come ora per noi esterni é dura capire cosa e come sia stato cercato dalla FIA sulla vettura Ferrari. Presumo si stesse cercando un eccesso di corrente fuori regolamento sui motogeneratori e verso le batterie solo che siccome l'mgu-h ha dei limiti piuttosto vaghi non si é trovato un punto per cui la PU di maranello era illegale. ,,,,,,,,,,,,,,
NUOVO COMPASS,https://forum.quattroruote.it/threads/nuovo-compass.111247/page-2,2017-11-21 00:00:00,andreaf5227,,Una Giulietta.... ,,,,,,,,,,,,,,
[Introvabile] Mitsubishi LANCER EVO 9 -NUOVA-,https://www.bmwpassion.com/forum/threads/introvabile-mitsubishi-lancer-evo-9-nuova.50585/,2005-09-22 00:00:00,Cristiano120dRm,,"Ciao a tutti ! Come da oggetto porto alla luce un fatto alquanto ""triste"" appena successo.Dopo mesi e mesi di decisioni ripensamenti peripezie varie un mio carissimo amico compagno di mille avventure ha finalmente venduto la sua auto ""particolare"" e quindi liberi da impegni lo scorso sabato siamo andati presso Bepi Koelliker ( Mitsubishi Milano ) per ordinare una Lancer EVO 9 nuova.Il venditore alquanto imbarazzato ci comunica che le vetture in questione sono esaurite ( nonostante prima dell'estate durante un sopralluogo ci avesse assicurato enorme disponibilità ) in quanto ne avevano una scorta di 20pezzi che nei mesi di agosto e settembre sono stati tutti ""incredibilmente"" venduti.L'ultima era lì in vetrina già venduta.Mi sono rivolto ad altri concessionari Mitsubishi della provincia ed effettivamente dopo qualche telefonata tutti mi hanno confermato la cosa.Ora premettendo che questo mio amico non ha nessuna intenzione di acquistare la EVO 10 ( in uscita per fine anno ) per svariati motivi sareste in grado di indicarmi dove trovare una Lancer EVO 9 nuova o km. 0 ? Ci sarebbe anche il vincolo del colore ( rossa ) ma su questo forse riusciamo a sorvolare...Ho cercato su autoscout24 e in giro per internet ma tanti promettono il mondo e poi sotto richiesta specifica non hanno nulla. ( Pagamento tutto e subito quindi non abbiate timore ad indicarmi amici o conoscenti in quanto non complichiamo la vita a nessuno con pratiche di finanziamento o leasing vari ) .Grazie a chiunque sappia darmi una dritta DavideG. ",,,,,,,,,,,,,,
Avvistamenti Ferrari,https://www.autopareri.com/forums/topic/13560-avvistamenti-ferrari?&page=11#comments,2008-11-22 11:40:10,SaiKiSono,,a me sembrano bianche le striscie ,,,,,,,,,,,,,,
Una Thesis da 300.000 Km,https://www.autopareri.com/forums/topic/14058-una-thesis-da-300000-km?&page=2#comments,2005-07-07 11:01:55,Betha23,,Speriamo col rest della thesis.......... anche se io credo molto in un colpo di scena con comparsa di 3.6 e 2.8 Cadillac da 258 e 220cv...... ,,,,,,,,,,,,,,
New RIO?,https://forum.quattroruote.it/threads/new-rio.56494/page-5,2011-11-04 00:00:00,freddie1960,,C'è la prova sul sito della Rio 1.1 ,,,,,,,,,,,,,,
Kia Rio,https://forum.quattroruote.it/threads/che-meraviglia-di-kia.108266/,2017-01-19 00:00:00,xander71,,Stupenda ,,,,,,,,,,,,,,
I Prossimi Modelli Alfa Romeo (Solito Loop...),https://www.autopareri.com/forums/topic/27745-i-prossimi-modelli-alfa-romeo-solito-loop?&page=85#comments,2008-07-06 12:34:05,PANDA,,Pur essendo un grande nostalgico della vecchia filosofia AR transaxle accarezzo l'idea di un remake di 156. Piccola leggera super tecnologica TA. Una nuova filosofia che elimina il superfluo che punta alla leggerezza e surroga con raffinatezze digitali le meccaniche complesse e pesanti di un tempo. Viva 944 TA Hi-tech ,,,,,,,,,,,,,,
Autobloccante Q2,https://www.bmwpassion.com/forum/threads/autobloccante-q2.31379/,2006-06-09 00:00:00,gimax,,ebbene sì.............................anche Alfa Romeo monta un autobloccante torsen.....................Speriamo che finalmente Bmw si svegli ! http://www.autoblog.it/post/5900/alfa-147-q2-e-gt-q2 ,,,,,,,,,,,,,,
provata A5 3.0tdi quattro,https://www.bmwpassion.com/forum/threads/provata-a5-3-0tdi-quattro.48749/page-2,2006-06-09 00:00:00,gimax,'in effetti con la E92 viaggi bene in con la A5 viaggi in 2 perché i posti dietro sembrano disegnati su un pannello.... assurdo',forse come dici tu è meno gustosa vicino al limite forse più facile.................ma tremendamente efficace e a prescindere dal motore che imho spinge di più rispetto al 3.0d ( è molto più emozionale :wink: ) dà l'impressione che il limite della macchina sia superiore rispetto alla e9X ( non so la X-drive quella non l'ho mai provata ) il consiglio che vi dò è quella di provarla..........................e poi di giudicarla i vecchi pregiudizi su Audi ...................potrebbero dissolversi in pochi km :wink: ,,,,,,,,,,,,,,
Jaguar XJ Facelift (Topic Ufficiale - 2006),https://www.autopareri.com/forums/topic/20837-jaguar-xj-facelift-topic-ufficiale-2006,2007-01-25 13:17:28,Touareg 2.5,,WCF ,,,,,,,,,,,,,,
Quali saranno i prossimi motori di Thesis?,https://www.autopareri.com/forums/topic/2529-quali-saranno-i-prossimi-motori-di-thesis,2003-11-02 15:14:57,Lanciaboxer,,"Ciao Frick e benvenuto... tu l'hai provata la famosa Thesis 4.2 ? ? Come si comporta in termini di sottosterzo con ( immagino ) un peso e potenza non indifferenti per una TA ? Ho letto alcuni giudizi di guida sulla Volkswagen Phaeton a trazione anteriore ccche dovrebbe avere pesi e massa paragonabili a thesis e i giudizi erano assolutamente negativi ( ovviamente non parlo di cio che scrivono i giornali ma di alcuni ""amici"" molto eseprti del settore che sanno ben valutare le auto ) .... Insomma Thesis 4.2 è nella stessa situazione ? ? Poi che cavolo è sta storia che nel gruppo Fiat non si riescono a fare cambi che non reggono a quei livelli di un diesel da 200cv ? E infine ho ( purtroppo ) letto che Thesis ha spazi di frenata un po lunghi ( pesa troppo ) .. ci si sta lavorando a questo ? ... Magari allegerendola ? ",,,,,,,,,,,,,,
Legge di stabilità..ecco perché Renzi si definisce rottamatore,https://www.bmwpassion.com/forum/threads/legge-di-stabilit%C3%A0-ecco-perch%C3%A9-renzi-si-definisce-rottamatore.243850/,2007-01-03 00:00:00,redi-one,,Ragazzi forse qualcuno lo sa già qualcun'altro ci rimarrà male come ci son rimasto io..Ma sembra che la nuova legge di stabilità porterà una novità o meglio per tutti coloro che come me possiedo un auto iscritta asi o qualche anno fa l'hanno acquistata e conservata e mantenuta nell.attesa che compia 20 anni per poterla iscrivere asi e godere di qualche meritato beneficio fiscale ebbene..sembra che Renzi voglia far pagare il bollo normalmente a tutte le auto asi che hanno anche dai 20 anni in su.. sino ai 30 anni di età..fate voi le vostre conclusioni ma soprattutto fate girare la voce di questa proposta assurda e scellerata..altro che raccolta firme per abolizione del super bollo..qua si tratta di un vasto parco di auto che hanno fatto la storia che rischiano di sparire o meglio d'essere rottamate..per tanto chiamate ai vostri club divulgate la notizia in qualsiasi modo e speriamo solo che l.asi faccia sentire la sua voce per una volta tanto che c'è ne veramente bisogno.. ,,,,,,,,,,,,,,
